Date,Open,High,Low,Close,Adj Close,Volume
2021-06-19,0.058687,0.059213,0.057683,0.057923,0.057923,647053561
2021-06-20,0.057721,0.057903,0.053459,0.057141,0.057141,706428147
2021-06-21,0.057019,0.057293,0.044849,0.044981,0.044981,1166685472
2021-06-22,0.044936,0.047322,0.039342,0.042676,0.042676,1309060722
2021-06-23,0.042745,0.048468,0.041453,0.046706,0.046706,1048563352
2021-06-24,0.048601,0.056936,0.048484,0.055353,0.055353,1351909592
2021-06-25,0.055428,0.057340,0.050432,0.051603,0.051603,1295172895
2021-06-26,0.051492,0.052732,0.049381,0.052526,0.052526,878230748
2021-06-27,0.052591,0.054362,0.051181,0.054243,0.054243,703336009
2021-06-28,0.054256,0.055751,0.053852,0.054683,0.054683,672014127
2021-06-29,0.054748,0.058730,0.054667,0.056881,0.056881,974544386
2021-06-30,0.057074,0.057740,0.053950,0.057478,0.057478,1051860771
2021-07-01,0.057516,0.057525,0.053848,0.054783,0.054783,849267537
2021-07-02,0.054711,0.056127,0.053515,0.056058,0.056058,715907836
2021-07-03,0.056104,0.056754,0.055021,0.056311,0.056311,617698604
2021-07-04,0.056330,0.057465,0.054879,0.056764,0.056764,712532461
2021-07-05,0.056790,0.056793,0.053662,0.054429,0.054429,672778849
2021-07-06,0.054407,0.056029,0.054144,0.054925,0.054925,591672754
2021-07-07,0.054959,0.055811,0.054516,0.054519,0.054519,629349733
2021-07-08,0.054583,0.054685,0.050942,0.051595,0.051595,727871087
2021-07-09,0.051514,0.052666,0.049975,0.052348,0.052348,553507021
2021-07-10,0.052363,0.053038,0.051173,0.051678,0.051678,489027988
2021-07-11,0.051703,0.052660,0.051106,0.052074,0.052074,485424569
2021-07-12,0.052100,0.052975,0.050241,0.050765,0.050765,530321199
2021-07-13,0.050701,0.051140,0.049918,0.050393,0.050393,486281283
2021-07-14,0.050430,0.050917,0.048348,0.050594,0.050594,548343404
2021-07-15,0.050620,0.051298,0.048365,0.048864,0.048864,574956146
2021-07-16,0.048953,0.049784,0.047167,0.047167,0.047167,560608569
2021-07-17,0.047135,0.048018,0.046462,0.047432,0.047432,553202536
2021-07-18,0.047440,0.048687,0.047017,0.047451,0.047451,484047520
2021-07-19,0.047399,0.047742,0.045236,0.045327,0.045327,520433946
2021-07-20,0.045340,0.045974,0.041668,0.042913,0.042913,534003201
2021-07-21,0.042875,0.046805,0.042287,0.045638,0.045638,665383962
2021-07-22,0.045661,0.047054,0.044939,0.046958,0.046958,555455350
2021-07-23,0.046965,0.047761,0.045705,0.047595,0.047595,536163321
2021-07-24,0.047561,0.049262,0.047400,0.048718,0.048718,532185767
2021-07-25,0.048719,0.049364,0.047505,0.049163,0.049163,554741049
2021-07-26,0.049192,0.053675,0.049039,0.049601,0.049601,951499565
2021-07-27,0.049550,0.051391,0.048251,0.050908,0.050908,805106072
2021-07-28,0.050966,0.052371,0.050555,0.051088,0.051088,757909422
2021-07-29,0.051203,0.052386,0.050455,0.051944,0.051944,632346402
2021-07-30,0.052024,0.053316,0.050328,0.053316,0.053316,691179372
2021-07-31,0.053271,0.054519,0.052596,0.054011,0.054011,714737362
2021-08-01,0.053935,0.056284,0.052727,0.053364,0.053364,754880864
2021-08-02,0.053305,0.055337,0.052525,0.054482,0.054482,691105578
2021-08-03,0.054469,0.055108,0.052990,0.053856,0.053856,760786045
2021-08-04,0.053941,0.057380,0.053597,0.056930,0.056930,722386304
2021-08-05,0.056929,0.059852,0.056820,0.059267,0.059267,1034415665
2021-08-06,0.059283,0.061595,0.059242,0.061110,0.061110,839363399
2021-08-07,0.061154,0.065020,0.061113,0.063893,0.063893,1018520816
2021-08-08,0.063994,0.064591,0.060230,0.061172,0.061172,1043092515
2021-08-09,0.061201,0.063652,0.059397,0.063076,0.063076,982159878
2021-08-10,0.063014,0.064524,0.061684,0.063704,0.063704,957450621
2021-08-11,0.063678,0.073535,0.063407,0.071018,0.071018,1856852428
2021-08-12,0.071120,0.077576,0.068740,0.071694,0.071694,1867538434
2021-08-13,0.071777,0.075889,0.071256,0.075808,0.075808,1225892726
2021-08-14,0.075879,0.079027,0.073783,0.078549,0.078549,1246734123
2021-08-15,0.078586,0.080572,0.075811,0.078936,0.078936,1321191023
2021-08-16,0.078854,0.081990,0.075393,0.076124,0.076124,1376716678
2021-08-17,0.075905,0.078318,0.072544,0.072719,0.072719,1119540323
2021-08-18,0.072693,0.074740,0.069624,0.072429,0.072429,955710749
2021-08-19,0.072341,0.075545,0.069906,0.075545,0.075545,964062812
2021-08-20,0.075555,0.077438,0.074034,0.077405,0.077405,872843444
2021-08-21,0.077456,0.077456,0.075079,0.075237,0.075237,844301963
2021-08-22,0.075286,0.076997,0.073656,0.075329,0.075329,706007346
2021-08-23,0.075284,0.077969,0.075089,0.076584,0.076584,1069712407
2021-08-24,0.076633,0.077553,0.071564,0.072000,0.072000,1217339046
2021-08-25,0.072079,0.074470,0.070697,0.074266,0.074266,981730920
2021-08-26,0.074382,0.075075,0.069986,0.070762,0.070762,1037178550
2021-08-27,0.070730,0.074832,0.069518,0.074832,0.074832,1032889618
2021-08-28,0.074886,0.075242,0.073293,0.074856,0.074856,853980765
2021-08-29,0.074907,0.076510,0.073729,0.075086,0.075086,1028256805
2021-08-30,0.075071,0.075357,0.072844,0.073064,0.073064,930435235
2021-08-31,0.073078,0.076690,0.072200,0.075200,0.075200,1244566870
2021-09-01,0.075204,0.080407,0.074013,0.080320,0.080320,1194696809
2021-09-02,0.080308,0.085769,0.079746,0.084156,0.084156,1539249186
2021-09-03,0.083899,0.089105,0.082317,0.085461,0.085461,1755161469
2021-09-04,0.085437,0.087044,0.083723,0.085554,0.085554,1251609165
2021-09-05,0.085423,0.088501,0.085152,0.088467,0.088467,1238398454
2021-09-06,0.088523,0.090373,0.085444,0.087349,0.087349,1277601502
2021-09-07,0.087376,0.089073,0.065899,0.071995,0.071995,2094690482
2021-09-08,0.072041,0.081700,0.070789,0.078516,0.078516,3257932030
2021-09-09,0.077037,0.079850,0.076509,0.078671,0.078671,1430731511
2021-09-10,0.078678,0.080977,0.073199,0.076941,0.076941,1671328757
2021-09-11,0.076904,0.082110,0.076666,0.080747,0.080747,1710619888
2021-09-12,0.080880,0.099734,0.079585,0.095385,0.095385,3856664238
2021-09-13,0.095224,0.098835,0.084405,0.088736,0.088736,2758800882
2021-09-14,0.088680,0.101780,0.088280,0.100205,0.100205,3166373072
2021-09-15,0.100225,0.103906,0.096238,0.102309,0.102309,2146488636
2021-09-16,0.102140,0.103276,0.095595,0.098674,0.098674,1815150769
2021-09-17,0.098622,0.102353,0.088410,0.089690,0.089690,2208618359
2021-09-18,0.089739,0.093077,0.088340,0.090342,0.090342,1213611951
2021-09-19,0.090257,0.091519,0.087469,0.088448,0.088448,1021146544
2021-09-20,0.088443,0.088498,0.076818,0.077552,0.077552,1950477598
2021-09-21,0.077964,0.081549,0.074430,0.075270,0.075270,1679346993
2021-09-22,0.075192,0.084557,0.074010,0.084512,0.084512,1320432311
2021-09-23,0.084522,0.085933,0.082178,0.084502,0.084502,1040672240
2021-09-24,0.084543,0.084661,0.073685,0.078776,0.078776,1472511802
2021-09-25,0.078796,0.079983,0.076398,0.077373,0.077373,1142967137
2021-09-26,0.077410,0.077535,0.071316,0.074826,0.074826,1350900442
2021-09-27,0.074921,0.077305,0.073548,0.073601,0.073601,1161983307
2021-09-28,0.073574,0.074609,0.071080,0.071148,0.071148,1098859829
2021-09-29,0.071149,0.075513,0.070746,0.074086,0.074086,1015104892
2021-09-30,0.074013,0.077347,0.073766,0.077265,0.077265,882939790
2021-10-01,0.077302,0.081708,0.076577,0.081708,0.081708,1073181848
2021-10-02,0.081770,0.082718,0.079761,0.080755,0.080755,892892348
2021-10-03,0.080683,0.083335,0.080000,0.081832,0.081832,912351352
2021-10-04,0.081860,0.081975,0.077654,0.080496,0.080496,1051622798
2021-10-05,0.080481,0.084905,0.080067,0.082946,0.082946,1555184147
2021-10-06,0.082978,0.084008,0.079064,0.082666,0.082666,1482727832
2021-10-07,0.082648,0.085021,0.080880,0.082629,0.082629,1407906216
2021-10-08,0.082590,0.085998,0.082480,0.084424,0.084424,1236536197
2021-10-09,0.084434,0.091110,0.084057,0.088909,0.088909,1547436555
2021-10-10,0.089033,0.089042,0.084196,0.084516,0.084516,1056048404
2021-10-11,0.084434,0.087204,0.082506,0.084099,0.084099,952645066
2021-10-12,0.084149,0.084149,0.079282,0.082831,0.082831,1110841209
2021-10-13,0.082814,0.084519,0.080949,0.084500,0.084500,1070866667
2021-10-14,0.084423,0.085672,0.083240,0.083827,0.083827,1005140397
2021-10-15,0.083943,0.088617,0.082151,0.084919,0.084919,1371798526
2021-10-16,0.084983,0.087023,0.084689,0.085080,0.085080,933310432
2021-10-17,0.085031,0.087984,0.083279,0.085103,0.085103,1009576648
2021-10-18,0.085149,0.085745,0.083833,0.084505,0.084505,996401954
2021-10-19,0.084506,0.086607,0.084258,0.086482,0.086482,1140185817
2021-10-20,0.086466,0.091190,0.086064,0.088448,0.088448,1501723339
2021-10-21,0.088574,0.090930,0.085613,0.085613,0.085613,1375408635
2021-10-22,0.085701,0.087740,0.084754,0.085731,0.085731,1201167398
2021-10-23,0.085723,0.086941,0.084937,0.086531,0.086531,1071893778
2021-10-24,0.086544,0.087191,0.083621,0.085255,0.085255,1041479354
2021-10-25,0.085195,0.087432,0.084814,0.086752,0.086752,1477671804
2021-10-26,0.086729,0.090998,0.086570,0.087258,0.087258,2490342910
2021-10-27,0.087226,0.088499,0.076796,0.078204,0.078204,1999756669
2021-10-28,0.078170,0.082370,0.078170,0.081636,0.081636,2337501576
2021-10-29,0.081640,0.086018,0.081092,0.086012,0.086012,2165693869
2021-10-30,0.086021,0.090422,0.084680,0.087472,0.087472,2467767628
2021-10-31,0.087529,0.088543,0.084567,0.087853,0.087853,2305064925
2021-11-01,0.087866,0.088169,0.085006,0.086683,0.086683,1486492173
2021-11-02,0.086697,0.095251,0.086129,0.092749,0.092749,2327572317
2021-11-03,0.092767,0.094279,0.088474,0.091143,0.091143,2355793727
2021-11-04,0.091184,0.092577,0.088177,0.089506,0.089506,1705220406
2021-11-05,0.089497,0.092094,0.088457,0.089788,0.089788,1466118784
2021-11-06,0.089718,0.090318,0.086278,0.088814,0.088814,1472771109
2021-11-07,0.088870,0.090845,0.088486,0.090407,0.090407,1537194573
2021-11-08,0.090450,0.094933,0.090450,0.094890,0.094890,2201418269
2021-11-09,0.094912,0.099560,0.093789,0.098699,0.098699,2617024802
2021-11-10,0.098665,0.101352,0.090017,0.092975,0.092975,2857745210
2021-11-11,0.092969,0.096403,0.091507,0.095435,0.095435,2168749553
2021-11-12,0.095245,0.096761,0.091570,0.094264,0.094264,2192635566
2021-11-13,0.094359,0.099523,0.093940,0.098421,0.098421,2612950595
2021-11-14,0.098406,0.102568,0.096631,0.102214,0.102214,2185772041
2021-11-15,0.102323,0.112733,0.101100,0.108738,0.108738,3210412415
2021-11-16,0.109137,0.109137,0.093246,0.096728,0.096728,2909501992
2021-11-17,0.096736,0.100381,0.095408,0.098271,0.098271,2073709059
2021-11-18,0.098269,0.099382,0.087728,0.088343,0.088343,2083392441
2021-11-19,0.088281,0.093417,0.086465,0.092151,0.092151,2334813471
2021-11-20,0.092141,0.093731,0.090131,0.093126,0.093126,2061899399
2021-11-21,0.093257,0.097202,0.092598,0.094787,0.094787,1988382204
2021-11-22,0.094614,0.094957,0.090122,0.090570,0.090570,2094668602
2021-11-23,0.090641,0.092148,0.089903,0.091431,0.091431,1953719756
2021-11-24,0.091488,0.092393,0.086041,0.089880,0.089880,1890038289
2021-11-25,0.087376,0.090329,0.086760,0.087835,0.087835,1555879574
2021-11-26,0.089372,0.090302,0.080236,0.081205,0.081205,2394119491
2021-11-27,0.081482,0.084305,0.081179,0.082544,0.082544,1744549159
2021-11-28,0.082619,0.084365,0.079339,0.084218,0.084218,2325089659
2021-11-29,0.084326,0.086300,0.083679,0.085596,0.085596,1813113778
2021-11-30,0.085554,0.087892,0.084028,0.085269,0.085269,2113075896
2021-12-01,0.085165,0.088886,0.084670,0.085608,0.085608,1576086030
2021-12-02,0.085623,0.087009,0.084007,0.086163,0.086163,1988427370
2021-12-03,0.086273,0.090124,0.082760,0.082986,0.082986,2268094291
2021-12-04,0.083135,0.083135,0.065331,0.076805,0.076805,2483477111
2021-12-05,0.076831,0.077723,0.072762,0.074599,0.074599,1621062707
2021-12-06,0.074632,0.077623,0.069972,0.077442,0.077442,2126845765
2021-12-07,0.077634,0.082439,0.077032,0.080019,0.080019,1545347285
2021-12-08,0.079906,0.082910,0.079735,0.081501,0.081501,1434342641
2021-12-09,0.081354,0.082308,0.078504,0.078612,0.078612,1149681533
2021-12-10,0.078615,0.082356,0.077469,0.077699,0.077699,989536823
2021-12-11,0.077715,0.081223,0.076703,0.080952,0.080952,895612768
2021-12-12,0.080917,0.081654,0.079433,0.080574,0.080574,747406194
2021-12-13,0.080588,0.081045,0.074645,0.075339,0.075339,1011203093
2021-12-14,0.075337,0.077187,0.074485,0.076027,0.076027,1388627057
2021-12-15,0.077424,0.078595,0.073907,0.077576,0.077576,1419868557
2021-12-16,0.077596,0.078052,0.075208,0.075372,0.075372,1293528529
2021-12-17,0.075340,0.075853,0.069576,0.070898,0.070898,2137527055
2021-12-18,0.070885,0.073241,0.070092,0.071561,0.071561,1042387189
2021-12-19,0.071593,0.072737,0.070698,0.070733,0.070733,689871007
2021-12-20,0.070690,0.071262,0.066323,0.068733,0.068733,1292235797
2021-12-21,0.068734,0.070323,0.068304,0.069896,0.069896,1019999671
2021-12-22,0.069941,0.070930,0.069453,0.069855,0.069855,926725246
2021-12-23,0.069896,0.073048,0.068962,0.072984,0.072984,984186516
2021-12-24,0.073093,0.073388,0.071032,0.071468,0.071468,916184252
2021-12-25,0.071478,0.072663,0.070856,0.071979,0.071979,1105152139
2021-12-26,0.071977,0.072373,0.070519,0.072041,0.072041,903637626
2021-12-27,0.072028,0.073049,0.071595,0.071496,0.071496,886637060
2021-12-28,0.071611,0.071629,0.068164,0.068291,0.068291,1251845400
2021-12-29,0.068282,0.070790,0.067157,0.067313,0.067313,1159170522
2021-12-30,0.067366,0.069326,0.066747,0.068821,0.068821,1017508151
2021-12-31,0.068807,0.069636,0.064920,0.066289,0.066289,1138855395
2022-01-01,0.066291,0.067516,0.066264,0.067356,0.067356,1061352231
2022-01-02,0.067355,0.068838,0.067050,0.068392,0.068392,1196932011
2022-01-03,0.068389,0.068777,0.067698,0.068200,0.068200,1187892608
2022-01-04,0.068200,0.069169,0.067433,0.067534,0.067534,1141122518
2022-01-05,0.067538,0.068409,0.061873,0.063110,0.063110,1368895174
2022-01-06,0.063103,0.063329,0.061577,0.062944,0.062944,1639774635
2022-01-07,0.062939,0.063005,0.059400,0.059959,0.059959,1414083670
2022-01-08,0.059978,0.060844,0.056622,0.057849,0.057849,928269659
2022-01-09,0.057853,0.059308,0.057429,0.058367,0.058367,782694097
2022-01-10,0.058366,0.059008,0.054576,0.056104,0.056104,1068817903
2022-01-11,0.056091,0.057767,0.055718,0.057129,0.057129,873880716
2022-01-12,0.057132,0.059658,0.057132,0.059494,0.059494,693508995
2022-01-13,0.059496,0.059683,0.057839,0.057845,0.057845,928949824
